disno,historic,classificationkey,disastergroup,disastersubgroup,disastertype,disastersubtype,externalids,eventname,iso,country,subregion,region,location,origin,associatedtypes,ofdabharesponse,appeal,declaration,aidcontribution000us,magnitude,magnitudescale,latitude,longitude,riverbasin,startyear,startmonth,startday,endyear,endmonth,endday,totaldeaths,noinjured,noaffected,nohomeless,totalaffected,reconstructioncosts000us,reconstructioncostsadjusted000us,insureddamage000us,insureddamageadjusted000us,totaldamage000us,totaldamageadjusted000us,cpi,adminunits,entrydate,lastupdate,group1,group2,subgroup1,subgroup2,subgroup3,subgroup4,subgroup5,subgroup6,subgroup7,subgroup8,subgroup9,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10,type11,type12,type13,type14,type15,type16,type17,type18,type19,type20,type21,type22,type23,type24,type25,type26,type27,type28,type29,type30,type31,subtype1,subtype2,subtype3,subtype4,subtype5,subtype6,subtype7,subtype8,subtype9,subtype10,subtype11,subtype12,subtype13,subtype14,subtype15,subtype16,subtype17,subtype18,subtype19,subtype20,subtype21,subtype22,subtype23,subtype24,subtype25,subtype26,subtype27,subtype28,subtype29,subtype30,subtype31,subtype32,subtype33,subtype34,subtype35,subtype36,subtype37,subtype38,subtype39,subtype40,subtype41,subtype42,subtype43,subtype44,subtype45,subtype46,subtype47,subtype48,subtype49,subtype50,subtype51,subtype52,subtype53,subtype54,subtype55,subtype56,subtype57,subtype58,subtype59,subtype60,subtype61,subtype62,subtype63,subtype64,subtype65,subtype66,topdeath,topaffected,topdamage,anytop
1981-0107-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Orissa, West Bengal",,,Yes,No,No,,,Kph,,,,1981,12,10,1981,12,10,200,,20000,,20000,,,,,,0,29.840662,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,1
1981-0108-BGD,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BGD,Bangladesh,Southern Asia,Asia,,,,No,No,No,,,Kph,,,,1981,12,11,1981,12,11,1000,,2000000,,2000000,,,,,,0,29.840662,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,1
1981-0110-MDG,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,MDG,Madagascar,Sub-Saharan Africa,Africa,Countrywide (mainly Antananarivo),,,Yes,No,No,,,Kph,,,,1981,12,20,1981,12,20,107,,118000,,118000,,,,,250000,837783,29.840662,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,1
1981-0112-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Lee (Dinang),PHL,Philippines,South-eastern Asia,Asia,"Samar, Mindoro, Luzon",,,No,No,No,,,Kph,,,,1981,12,25,1981,12,25,250,,180000,,180000,,,,,26000,87129,29.840662,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,1
1981-0134-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,(Daling),PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1981,6,28,1981,6,28,210,36,12086,3356,15478,,,,,7609,25499,29.840662,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,1
1982-0019-USA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,East,,,No,No,No,,,Kph,,,,1982,1,,1982,1,,270,,,,0,,,,,1000000,3157531,31.670319,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,1,1
1982-0038-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Nelson (Bising),PHL,Philippines,South-eastern Asia,Asia,Central province,,,No,No,No,,,Kph,,,,1982,3,23,1982,3,23,151,31,485000,304000,789031,,,,,69000,217870,31.670319,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,,1
1982-0046-USA,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Texas, Middle West",,,No,No,No,,,Kph,,,,1982,4,2,1982,4,2,73,,,,0,,,,,500000,1578765,31.670319,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,1
1982-0060-NIC,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Alleta,NIC,Nicaragua,Latin America and the Caribbean,Americas,Pacific coast,,,Yes,No,No,,,Kph,,,,1982,5,23,1982,5,23,71,,52000,,52000,,,,,356000,1124081,31.670319,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,1
1982-0105-MEX,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Paul,MEX,Mexico,Latin America and the Caribbean,Americas,North Pacific coast,,,No,No,No,,,Kph,,,,1982,9,30,1982,9,30,225,,50000,,50000,,,,,82400,260181,31.670319,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,1
1982-0112-VNM,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Nancy (NÂ°7),VNM,Viet Nam,South-eastern Asia,Asia,"Nghe Tinh, Thanh Hoa Provinces",,,No,No,No,,,Kph,,,,1982,10,18,1982,10,18,70,290,1300000,,1300290,,,,,,0,31.670319,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,,1
1982-0119-FRA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,FRA,France,Western Europe,Europe,"Seine, Saone, Charente, Loire departments",,,No,No,No,,,Kph,,,,1982,11,6,1982,11,9,12,,,,0,,,,,350000,1105136,31.670319,,7/6/2004,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1
1982-0120-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Gujarat, Maharashtra",,,Yes,No,No,,,Kph,,,,1982,11,9,1982,11,9,500,,5000000,,5000000,,,,,625420,1974783,31.670319,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
1982-0124-USA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Iwa,USA,United States of America,Northern America,Americas,Hawaii,,,No,No,No,,,Kph,,,,1982,11,23,1982,11,23,3,,,500,500,,,,,230000,726232,31.670319,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,1
1982-0147-MDG,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Benedic, Electre, Frida, Justine",MDG,Madagascar,Sub-Saharan Africa,Africa,"Sambava, Antalaha, Tulear, Morondova, Miandrivazo, Morombe",,,No,No,No,,200,Kph,,,,1982,1,28,1982,3,25,92,,,70000,70000,,,,,250000,789383,31.670319,,11/20/2013,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,1
1982-0313-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Orissa state,,,No,No,No,,220,Kph,,,,1982,6,3,1982,6,3,244,493,300000,,300493,,,,,120000,378904,31.670319,,4/3/2008,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,1
1983-0036-USA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,California,,,No,No,No,,,Kph,,,,1983,,,1983,,,19,,,,0,,,,,525000,1606108,32.687706,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1
1983-0063-CHN,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,CHN,China,Eastern Asia,Asia,Hunan province,,,No,No,No,,,Kph,,,,1983,4,,1983,4,,275,,11000,,11000,,,,,,0,32.687706,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,1
1983-0087-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Saurashtra coast (N-W. Gujarat),,,Yes,No,No,,,Kph,,,,1983,6,19,1983,6,19,551,,800000,,800000,,,,,56000,171318,32.687706,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,1
1983-0110-USA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Alicia,USA,United States of America,Northern America,Americas,Texas,,,No,No,No,,,Kph,,,,1983,8,17,1983,8,17,21,,,,0,,,,,3000000,9177763,32.687706,,2/8/2008,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,1
1983-0125-VNM,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Herbert (NÂ°7), Kim (NÂ°9), Lex (NÂ°10)",VNM,Viet Nam,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1983,9,,1983,9,,578,324,580000,265000,845324,,,,,,0,32.687706,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,1
1983-0129-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Andhra Pradesh, Orissa",,,Yes,No,No,,,Kph,,,,1983,10,3,1983,10,3,100,,700000,14000,714000,,,,,510000,1560220,32.687706,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,1,1
1983-0133-BGD,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BGD,Bangladesh,Southern Asia,Asia,Chittagong,,,No,No,No,,,Kph,,,,1983,10,15,1983,10,15,600,,5000,,5000,,,,,,0,32.687706,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,1
1983-0159-USA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Central, East",,,No,No,No,,,Kph,,,,1983,12,17,1983,12,17,0,,,,0,,,,,1000000,3059254,32.687706,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1
1984-0017-SWZ,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Domoina,SWZ,Eswatini,Sub-Saharan Africa,Africa,All country,,,Yes,No,No,,,Kph,,,,1984,1,28,1984,2,4,53,,632000,500,632500,,,,,54152,158834,34.093456,,1/2/2006,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,,1
1984-0019-ZAF,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Domoina, Imboa",ZAF,South Africa,Sub-Saharan Africa,Africa,"Natal, Kwazulu, Transvaal",,,No,No,No,,,Kph,,,,1984,1,28,1984,2,4,64,,500000,,500000,,,,,92000,269847,34.093456,,12/23/2005,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,,1
1984-0030-USA,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"East, South",,,No,No,No,,,Kph,,,,1984,3,27,1984,3,27,80,600,,,600,,,,,728600,2137067,34.093456,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,1
1984-0034-MDG,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Kamisy,MDG,Madagascar,Sub-Saharan Africa,Africa,North,,,Yes,No,No,,213,Kph,,,,1984,4,9,1984,4,9,68,215,100000,,100215,,,,,250000,733279,34.093456,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,1
1984-0052-SUN,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,SUN,Soviet Union,Eastern Europe,Europe,Northeast Moscow (Russian Federation),,,No,No,No,,,Kph,,,,1984,6,,1984,6,,400,,,,0,,,,,,0,34.093456,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,1
1984-0055-USA,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,Colorado,,,No,No,No,,,Kph,,,,1984,6,13,1984,6,13,0,,,,0,,,280000,821272,600000,1759869,34.093456,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,1
1984-0063-DFR,Yes,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,DFR,Germany Federal Republic,Western Europe,Europe,MÃ¼nich (Bavaria),,Hail,No,No,No,,144,Kph,,,,1984,7,12,1984,7,12,3,250,,,250,,,480000,1407895,950000,2786459,34.093456,,5/2/2005,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
1984-0073-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,June (Maring),PHL,Philippines,South-eastern Asia,Asia,"Northern Luzon, Pangasinan province",,,Yes,No,No,,,Kph,,,,1984,8,27,1984,8,27,138,103,475899,7745,483747,,,,,23000,67462,34.093456,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,,1
1984-0103-VNM,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Agnes (nÂ°9),VNM,Viet Nam,South-eastern Asia,Asia,", Nghe Tinh, Nghia Binh, Thanh Hoa, Ha Son Binh, Ha Nam Ninh, Hanoi, Quang Nam, Da Nag Province",,,No,No,No,,,Kph,,,,1984,11,,1984,11,,134,289,650416,,650705,,,,,,0,34.093456,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,,1
1984-0105-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Agnes (Undang),PHL,Philippines,South-eastern Asia,Asia,"Capiz, Ilailo, Aklau, Antique, Leyte, Eastern Samar, Roxas, Tacloban",,,Yes,No,No,,230,Kph,,,,1984,11,3,1984,11,3,1079,197,1495738,765965,2261900,,,,,96600,283339,34.093456,,7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,1
